* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, desert, sgjourney:abydos_desert, MONSTER, alexsmobs:farseer, 50, 1, 1
8854, none, quark:glimmering_weald, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
8855, none, quark:glimmering_weald, CREATURE, ars_nouveau:whirlisprig, 15, 1, 2
8856, none, quark:glimmering_weald, AMBIENT, minecraft:bat, 50, 8, 8
8857, none, quark:glimmering_weald, AMBIENT, alexsmobs:fly, 50, 2, 3
8858, none, quark:glimmering_weald, AMBIENT, terramity:blue_fairy, 50, 1, 2
8859, none, quark:glimmering_weald, AMBIENT, terramity:cave_gnome, 10, 1, 3
8860, none, quark:glimmering_weald, AMBIENT, terramity:green_fairy, 50, 2, 3
8861, none, quark:glimmering_weald, AMBIENT, terramity:pink_fairy, 50, 1, 2
8862, none, quark:glimmering_weald, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 50, 4, 6
8863, none, quark:glimmering_weald, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 50, 4, 6
8864, none, quark:glimmering_weald, UNDERGROUND_WATER_CREATURE, species:deepfish, 10, 4, 6
8865, none, quark:glimmering_weald, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
8866, none, quark:glimmering_weald, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
8867, none, quark:glimmering_weald, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 50, 5, 12
8868, none, quark:glimmering_weald, WATER_AMBIENT, fintastic:minnow, 10, 3, 8
8869, none, darkerdepths:glowshroom_forest, MONSTER, minecraft:spider, 60, 4, 4
8870, none, darkerdepths:glowshroom_forest, MONSTER, minecraft:zombie, 60, 4, 4
8871, none, darkerdepths:glowshroom_forest, MONSTER, minecraft:zombie_villager, 50, 1, 1
8872, none, darkerdepths:glowshroom_forest, MONSTER, minecraft:skeleton, 60, 4, 4
8873, none, darkerdepths:glowshroom_forest, MONSTER, minecraft:creeper, 60, 4, 4
8874, none, darkerdepths:glowshroom_forest, MONSTER, minecraft:slime, 60, 4, 4
8875, none, darkerdepths:glowshroom_forest, MONSTER, minecraft:enderman, 40, 1, 4
8876, none, darkerdepths:glowshroom_forest, MONSTER, minecraft:witch, 30, 1, 1
8877, none, darkerdepths:glowshroom_forest, MONSTER, species:bewereager, 50, 1, 2
8878, none, darkerdepths:glowshroom_forest, MONSTER, species:cliff_hanger, 50, 1, 1
8879, none, darkerdepths:glowshroom_forest, MONSTER, species:ghoul, 50, 1, 1
8880, none, darkerdepths:glowshroom_forest, MONSTER, darkerdepths:glowshroom_monster, 50, 1, 2
8881, none, darkerdepths:glowshroom_forest, MONSTER, embers:ancient_golem, 20, 1, 1
8882, none, darkerdepths:glowshroom_forest, MONSTER, species:limpet, 20, 1, 1
8883, none, darkerdepths:glowshroom_forest, MONSTER, species:quake, 20, 1, 1
8884, none, darkerdepths:glowshroom_forest, MONSTER, species:wicked, 10, 1, 3
8885, none, darkerdepths:glowshroom_forest, MONSTER, alexsmobs:centipede_head, 50, 1, 1
8886, none, darkerdepths:glowshroom_forest, MONSTER, alexsmobs:farseer, 50, 1, 1
8887, none, darkerdepths:glowshroom_forest, MONSTER, alexsmobs:murmur, 50, 1, 1
8888, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 50, 1, 2
8889, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:baby_spider, 50, 3, 5
8890, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 50, 1, 1
8891, none, darkerdepths:glowshroom_forest, MONSTER, quark:stoneling, 10, 1, 1
8892, none, darkerdepths:glowshroom_forest, MONSTER, quark:toretoise, 10, 2, 4
8893, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
8894, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
8895, none, darkerdepths:glowshroom_forest, MONSTER, ancient_elements:boulder, 50, 1, 1
8896, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:corpse_fly, 10, 1, 3
8897, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
8898, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 1
8899, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 1, 1
8900, none, darkerdepths:glowshroom_forest, MONSTER, ancient_elements:dig, 50, 2, 2
8901, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
8902, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:door_knight, 10, 1, 1
8903, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:dread_hound, 10, 3, 5
8904, none, darkerdepths:glowshroom_forest, MONSTER, ancient_elements:drimble, 10, 1, 1
8905, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
8906, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
8907, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
8908, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
8909, none, darkerdepths:glowshroom_forest, MONSTER, adamsarsplus:mage, 50, 1, 2
8910, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
8911, none, darkerdepths:glowshroom_forest, MONSTER, goety:reaper, 20, 1, 1
8912, none, darkerdepths:glowshroom_forest, MONSTER, goety:wraith, 20, 1, 1
8913, none, darkerdepths:glowshroom_forest, MONSTER, goety:web_spider, 10, 4, 4
8914, none, darkerdepths:glowshroom_forest, MONSTER, goety:icy_spider, 50, 4, 4
8915, none, darkerdepths:glowshroom_forest, MONSTER, goety:warlock, 10, 1, 1
8916, none, darkerdepths:glowshroom_forest, MONSTER, goety:heretic, 15, 1, 1
8917, none, darkerdepths:glowshroom_forest, MONSTER, goety:maverick, 15, 1, 1
8918, none, darkerdepths:glowshroom_forest, MONSTER, goety_cataclysm:draugr_necromancer, 50, 1, 1
8919, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:mother_spider, 10, 1, 1
8920, none, darkerdepths:glowshroom_forest, MONSTER, mowziesmobs:grottol, 25, 1, 1
8921, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 10, 1, 3
8922, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:mrs_pumpkin, 10, 1, 1
8923, none, darkerdepths:glowshroom_forest, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
8924, none, darkerdepths:glowshroom_forest, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
8925, none, darkerdepths:glowshroom_forest, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
8926, none, darkerdepths:glowshroom_forest, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
8927, none, darkerdepths:glowshroom_forest, MONSTER, irons_spellbooks:necromancer, 50, 1, 1
8928, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
8929, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
8930, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
8931, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:restless_spirit, 10, 1, 1
8932, none, darkerdepths:glowshroom_forest, MONSTER, ancient_elements:scamp, 35, 1, 1
8933, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:senor_pumpkin, 15, 1, 2
8934, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 1, 1
8935, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
8936, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
8937, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
8938, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
8939, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:spirit_guide, 10, 1, 1
8940, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
8941, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
8942, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
8943, none, darkerdepths:glowshroom_forest, MONSTER, ancient_elements:undead_miner, 50, 1, 2
8944, none, darkerdepths:glowshroom_forest, MONSTER, terramity:uvogre, 10, 1, 1
8945, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 1
8946, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
8947, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 10, 1, 1
8948, none, darkerdepths:glowshroom_forest, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 1
8949, none, darkerdepths:glowshroom_forest, CREATURE, forbidden_arcanus:lost_soul, 50, 1, 3
8950, none, darkerdepths:glowshroom_forest, CREATURE, ars_nouveau:drygmy, 15, 1, 2
8951, none, darkerdepths:glowshroom_forest, CREATURE, ars_nouveau:gift_starby, 50, 1, 1
8952, none, darkerdepths:glowshroom_forest, CREATURE, faunify:hedgehog, 50, 2, 3
8953, none, darkerdepths:glowshroom_forest, CREATURE, ars_nouveau:starbuncle, 25, 1, 2
8954, none, darkerdepths:glowshroom_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
8955, none, darkerdepths:glowshroom_forest, CREATURE, ars_nouveau:whirlisprig, 15, 1, 2
8956, none, darkerdepths:glowshroom_forest, AMBIENT, minecraft:bat, 50, 8, 8
8957, none, darkerdepths:glowshroom_forest, AMBIENT, alexsmobs:fly, 50, 2, 3
8958, none, darkerdepths:glowshroom_forest, AMBIENT, alexsmobs:cockroach, 50, 5, 5
8959, none, darkerdepths:glowshroom_forest, AMBIENT, alexsmobs:underminer, 50, 1, 1
8960, none, darkerdepths:glowshroom_forest, AMBIENT, terramity:blue_fairy, 50, 1, 2
8961, none, darkerdepths:glowshroom_forest, AMBIENT, terramity:cave_gnome, 10, 1, 3
8962, none, darkerdepths:glowshroom_forest, AMBIENT, terramity:green_fairy, 50, 2, 3
8963, none, darkerdepths:glowshroom_forest, AMBIENT, terramity:pink_fairy, 50, 1, 2
8964, none, darkerdepths:glowshroom_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 50, 4, 6
8965, none, darkerdepths:glowshroom_forest, UNDERGROUND_WATER_CREATURE, species:deepfish, 10, 4, 6
8966, none, darkerdepths:glowshroom_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
8967, none, darkerdepths:glowshroom_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
8968, none, darkerdepths:glowshroom_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 50, 5, 12
8969, none, darkerdepths:glowshroom_forest, WATER_AMBIENT, fintastic:minnow, 10, 3, 8
8970, forest, dreamwoods:golden_aspen_spinney, MONSTER, minecraft:spider, 60, 4, 4
8971, forest, dreamwoods:golden_aspen_spinney, MONSTER, minecraft:zombie, 60, 4, 4
8972, forest, dreamwoods:golden_aspen_spinney, MONSTER, minecraft:zombie_villager, 50, 1, 1
8973, forest, dreamwoods:golden_aspen_spinney, MONSTER, minecraft:skeleton, 60, 4, 4
8974, forest, dreamwoods:golden_aspen_spinney, MONSTER, minecraft:creeper, 60, 4, 4
8975, forest, dreamwoods:golden_aspen_spinney, MONSTER, minecraft:slime, 60, 4, 4
8976, forest, dreamwoods:golden_aspen_spinney, MONSTER, minecraft:enderman, 40, 1, 4
8977, forest, dreamwoods:golden_aspen_spinney, MONSTER, minecraft:witch, 30, 1, 1
8978, forest, dreamwoods:golden_aspen_spinney, MONSTER, species:bewereager, 50, 1, 2
8979, forest, dreamwoods:golden_aspen_spinney, MONSTER, species:cliff_hanger, 50, 1, 1
8980, forest, dreamwoods:golden_aspen_spinney, MONSTER, species:ghoul, 50, 1, 1
8981, forest, dreamwoods:golden_aspen_spinney, MONSTER, embers:ancient_golem, 20, 1, 1
8982, forest, dreamwoods:golden_aspen_spinney, MONSTER, species:limpet, 20, 1, 1
8983, forest, dreamwoods:golden_aspen_spinney, MONSTER, species:quake, 20, 1, 1
8984, forest, dreamwoods:golden_aspen_spinney, MONSTER, species:wicked, 10, 1, 3
8985, forest, dreamwoods:golden_aspen_spinney, MONSTER, alexsmobs:centipede_head, 50, 1, 1
8986, forest, dreamwoods:golden_aspen_spinney, MONSTER, alexsmobs:farseer, 50, 1, 1
8987, forest, dreamwoods:golden_aspen_spinney, MONSTER, alexsmobs:murmur, 50, 1, 1
8988, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:baby_skeleton, 50, 1, 2
8989, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:baby_spider, 50, 3, 5
8990, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:barrel_zombie, 50, 1, 1
8991, forest, dreamwoods:golden_aspen_spinney, MONSTER, quark:stoneling, 10, 1, 1
8992, forest, dreamwoods:golden_aspen_spinney, MONSTER, quark:toretoise, 10, 2, 4
8993, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
8994, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
8995, forest, dreamwoods:golden_aspen_spinney, MONSTER, ancient_elements:boulder, 50, 1, 1
8996, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:corpse_fly, 10, 1, 3
8997, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
8998, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 1
8999, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 1, 1
9000, forest, dreamwoods:golden_aspen_spinney, MONSTER, ancient_elements:dig, 50, 2, 2
9001, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
9002, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:door_knight, 10, 1, 1
9003, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:dread_hound, 10, 3, 5
9004, forest, dreamwoods:golden_aspen_spinney, MONSTER, ancient_elements:drimble, 10, 1, 1
9005, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
9006, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
9007, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
9008, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
9009, forest, dreamwoods:golden_aspen_spinney, MONSTER, adamsarsplus:mage, 50, 1, 2
9010, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
9011, forest, dreamwoods:golden_aspen_spinney, MONSTER, goety:reaper, 20, 1, 1
9012, forest, dreamwoods:golden_aspen_spinney, MONSTER, goety:wraith, 20, 1, 1
9013, forest, dreamwoods:golden_aspen_spinney, MONSTER, goety:web_spider, 10, 4, 4
9014, forest, dreamwoods:golden_aspen_spinney, MONSTER, goety:necromancer, 20, 1, 1
9015, forest, dreamwoods:golden_aspen_spinney, MONSTER, goety:warlock, 10, 1, 1
9016, forest, dreamwoods:golden_aspen_spinney, MONSTER, goety:heretic, 15, 1, 1
9017, forest, dreamwoods:golden_aspen_spinney, MONSTER, goety:maverick, 15, 1, 1
9018, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:mother_spider, 10, 1, 1
9019, forest, dreamwoods:golden_aspen_spinney, MONSTER, mowziesmobs:grottol, 25, 1, 1
9020, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:mr_pumpkin, 10, 1, 3
9021, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:mrs_pumpkin, 10, 1, 1
9022, forest, dreamwoods:golden_aspen_spinney, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
9023, forest, dreamwoods:golden_aspen_spinney, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
9024, forest, dreamwoods:golden_aspen_spinney, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
9025, forest, dreamwoods:golden_aspen_spinney, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
9026, forest, dreamwoods:golden_aspen_spinney, MONSTER, irons_spellbooks:necromancer, 50, 1, 1
9027, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
9028, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
9029, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
9030, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:restless_spirit, 10, 1, 1
9031, forest, dreamwoods:golden_aspen_spinney, MONSTER, ancient_elements:scamp, 35, 1, 1
9032, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:senor_pumpkin, 15, 1, 2
9033, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 1, 1
9034, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
9035, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
9036, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
9037, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
9038, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:spirit_guide, 10, 1, 1
9039, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
9040, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
9041, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
9042, forest, dreamwoods:golden_aspen_spinney, MONSTER, ancient_elements:undead_miner, 50, 1, 2
9043, forest, dreamwoods:golden_aspen_spinney, MONSTER, terramity:uvogre, 10, 1, 1
9044, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 1
9045, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
9046, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:zombie_fisherman, 10, 1, 1
9047, forest, dreamwoods:golden_aspen_spinney, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 1
9048, forest, dreamwoods:golden_aspen_spinney, CREATURE, minecraft:sheep, 50, 4, 4
9049, forest, dreamwoods:golden_aspen_spinney, CREATURE, minecraft:pig, 50, 4, 4
9050, forest, dreamwoods:golden_aspen_spinney, CREATURE, minecraft:chicken, 50, 4, 4
9051, forest, dreamwoods:golden_aspen_spinney, CREATURE, minecraft:cow, 50, 4, 4
9052, forest, dreamwoods:golden_aspen_spinney, CREATURE, hexerei:crow, 50, 2, 5
9053, forest, dreamwoods:golden_aspen_spinney, CREATURE, crittersandcompanions:ferret, 50, 2, 3
9054, forest, dreamwoods:golden_aspen_spinney, CREATURE, crittersandcompanions:jumping_spider, 50, 1, 1
9055, forest, dreamwoods:golden_aspen_spinney, CREATURE, forbidden_arcanus:lost_soul, 50, 1, 3
9056, forest, dreamwoods:golden_aspen_spinney, CREATURE, vintagevibes:butterfly, 50, 8, 8
9057, forest, dreamwoods:golden_aspen_spinney, CREATURE, alexsmobs:grizzly_bear, 50, 2, 3
9058, forest, dreamwoods:golden_aspen_spinney, CREATURE, alexsmobs:raccoon, 50, 2, 4
9059, forest, dreamwoods:golden_aspen_spinney, CREATURE, alexsmobs:crow, 50, 3, 5
9060, forest, dreamwoods:golden_aspen_spinney, CREATURE, alexsmobs:tasmanian_devil, 50, 1, 2
9061, forest, dreamwoods:golden_aspen_spinney, CREATURE, alexsmobs:skunk, 50, 1, 2
9062, forest, dreamwoods:golden_aspen_spinney, CREATURE, alexsmobs:blue_jay, 50, 2, 4
9063, forest, dreamwoods:golden_aspen_spinney, CREATURE, ars_nouveau:drygmy, 15, 1, 2
9064, forest, dreamwoods:golden_aspen_spinney, CREATURE, ghosts:ghost, 50, 1, 2
9065, forest, dreamwoods:golden_aspen_spinney, CREATURE, ghosts:small_ghost, 50, 1, 3
9066, forest, dreamwoods:golden_aspen_spinney, CREATURE, ars_nouveau:gift_starby, 50, 1, 1
9067, forest, dreamwoods:golden_aspen_spinney, CREATURE, faunify:hedgehog, 50, 2, 3
9068, forest, dreamwoods:golden_aspen_spinney, CREATURE, faunify:mouse, 50, 3, 5
9069, forest, dreamwoods:golden_aspen_spinney, CREATURE, faunify:opossum, 6, 2, 2
9070, forest, dreamwoods:golden_aspen_spinney, CREATURE, alshanex_familiars:druid_pet, 50, 1, 1
9071, forest, dreamwoods:golden_aspen_spinney, CREATURE, alshanex_familiars:hunter_pet, 50, 2, 2
9072, forest, dreamwoods:golden_aspen_spinney, CREATURE, ars_nouveau:starbuncle, 25, 1, 2
9073, forest, dreamwoods:golden_aspen_spinney, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
9074, forest, dreamwoods:golden_aspen_spinney, CREATURE, faunify:weasel, 6, 2, 3
9075, forest, dreamwoods:golden_aspen_spinney, CREATURE, ars_nouveau:whirlisprig, 15, 1, 2
9076, forest, dreamwoods:golden_aspen_spinney, AMBIENT, minecraft:bat, 50, 8, 8
9077, forest, dreamwoods:golden_aspen_spinney, AMBIENT, crittersandcompanions:leaf_insect, 50, 1, 1
9078, forest, dreamwoods:golden_aspen_spinney, AMBIENT, alexsmobs:fly, 50, 2, 3
9079, forest, dreamwoods:golden_aspen_spinney, AMBIENT, alexsmobs:cockroach, 50, 5, 5
9080, forest, dreamwoods:golden_aspen_spinney, AMBIENT, alexsmobs:underminer, 50, 1, 1
9081, forest, dreamwoods:golden_aspen_spinney, AMBIENT, terramity:blue_fairy, 50, 1, 2
9082, forest, dreamwoods:golden_aspen_spinney, AMBIENT, terramity:cave_gnome, 10, 1, 3
9083, forest, dreamwoods:golden_aspen_spinney, AMBIENT, terramity:green_fairy, 50, 2, 3
9084, forest, dreamwoods:golden_aspen_spinney, AMBIENT, terramity:pink_fairy, 50, 1, 2
9085, forest, dreamwoods:golden_aspen_spinney, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 50, 4, 6
9086, forest, dreamwoods:golden_aspen_spinney, UNDERGROUND_WATER_CREATURE, species:deepfish, 10, 4, 6
9087, forest, dreamwoods:golden_aspen_spinney, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
9088, forest, dreamwoods:golden_aspen_spinney, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
9089, forest, dreamwoods:golden_aspen_spinney, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 50, 5, 12
9090, forest, dreamwoods:golden_aspen_spinney, WATER_AMBIENT, fintastic:minnow, 10, 3, 8
9091, badlands, dreamwoods:grassy_badlands, MONSTER, minecraft:spider, 60, 4, 4
9092, badlands, dreamwoods:grassy_badlands, MONSTER, minecraft:zombie, 60, 4, 4
9093, badlands, dreamwoods:grassy_badlands, MONSTER, minecraft:zombie_villager, 50, 1, 1
9094, badlands, dreamwoods:grassy_badlands, MONSTER, minecraft:skeleton, 60, 4, 4
9095, badlands, dreamwoods:grassy_badlands, MONSTER, minecraft:creeper, 60, 4, 4
9096, badlands, dreamwoods:grassy_badlands, MONSTER, minecraft:slime, 60, 4, 4
9097, badlands, dreamwoods:grassy_badlands, MONSTER, minecraft:enderman, 40, 1, 4
9098, badlands, dreamwoods:grassy_badlands, MONSTER, minecraft:witch, 30, 1, 1
9099, badlands, dreamwoods:grassy_badlands, MONSTER, species:bewereager, 50, 1, 2
9100, badlands, dreamwoods:grassy_badlands, MONSTER, species:cliff_hanger, 50, 1, 1
9101, badlands, dreamwoods:grassy_badlands, MONSTER, species:ghoul, 50, 1, 1
9102, badlands, dreamwoods:grassy_badlands, MONSTER, embers:ancient_golem, 20, 1, 1
9103, badlands, dreamwoods:grassy_badlands, MONSTER, species:limpet, 20, 1, 1
9104, badlands, dreamwoods:grassy_badlands, MONSTER, species:quake, 20, 1, 1
9105, badlands, dreamwoods:grassy_badlands, MONSTER, species:wicked, 10, 1, 3
9106, badlands, dreamwoods:grassy_badlands, MONSTER, alexsmobs:centipede_head, 50, 1, 1
9107, badlands, dreamwoods:grassy_badlands, MONSTER, alexsmobs:farseer, 50, 1, 1
9108, badlands, dreamwoods:grassy_badlands, MONSTER, alexsmobs:murmur, 50, 1, 1
9109, badlands, dreamwoods:grassy_badlands, MONSTER, born_in_chaos_v1:baby_skeleton, 50, 1, 2
9110, badlands, dreamwoods:grassy_badlands, MONSTER, born_in_chaos_v1:baby_spider, 50, 3, 5
9111, badlands, dreamwoods:grassy_badlands, MONSTER, born_in_chaos_v1:barrel_zombie, 50, 1, 1
9112, badlands, dreamwoods:grassy_badlands, MONSTER, quark:stoneling, 10, 1, 1
9113, badlands, dreamwoods:grassy_badlands, MONSTER, quark:toretoise, 10, 2, 4
9114, badlands, dreamwoods:grassy_badlands, MONSTER, thermal:blitz, 50, 1, 3
9115, badlands, dreamwoods:grassy_badlands, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
9116, badlands, dreamwoods:grassy_badlands, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
9117, badlands, dreamwoods:grassy_badlands, MONSTER, ancient_elements:boulder, 50, 1, 1
9118, badlands, dreamwoods:grassy_badlands, MONSTER, born_in_chaos_v1:corpse_fly, 10, 1, 3
9119, badlands, dreamwoods:grassy_badlands, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
9120, badlands, dreamwoods:grassy_badlands, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 1
9121, badlands, dreamwoods:grassy_badlands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 1, 1
9122, badlands, dreamwoods:grassy_badlands, MONSTER, ancient_elements:dig, 50, 2, 2
